event_1,event_2,event_3,event_4,event_5,time
0.005190124690697534,0.027721974561995655,0.03338427045810634,0.01435454991200158,0.03724763665113751,1.8140093395597065e-05
0.005189908072451212,0.02772083843818798,0.03338280117639827,0.014353726682452612,0.037246066065489976,1.815610406937959e-05
0.005189691462874871,0.02771970235984482,0.03338133195348303,0.014352903485848964,0.03724449554268773,1.817211474316211e-05
0.005189474861968163,0.027718566326964362,0.03337986278935829,0.014352080322189327,0.03724292508272822,1.818812541694463e-05
0.005189258269730739,0.02771743033954478,0.03337839368402168,0.014351257191472368,0.037241354685608984,1.8204136090727152e-05
0.005189041686162254,0.02771629439758427,0.03337692463747085,0.01435043409369679,0.037239784351327444,1.8220146764509676e-05
0.005188825111262357,0.027715158501080996,0.03337545564970346,0.01434961102886126,0.03723821407988114,1.8236157438292197e-05
0.005188608545030708,0.027714022650033147,0.03337398672071715,0.014348787996964462,0.03723664387126752,1.8252168112074717e-05
0.005188391987466954,0.027712886844438907,0.03337251785050956,0.014347964998005086,0.03723507372548411,1.8268178785857238e-05
0.0051881754385707515,0.027711751084296455,0.03337104903907835,0.014347142031981805,0.03723350364252835,1.8284189459639762e-05
0.005187958898341752,0.027710615369603966,0.03336958028642118,0.014346319098893298,0.037231933622397774,1.8300200133422283e-05
0.005187742366779609,0.02770947970035964,0.03336811159253568,0.014345496198738261,0.03723036366508985,1.8316210807204804e-05
0.005187525843883976,0.02770834407656164,0.033366642957419514,0.014344673331515364,0.03722879377060206,1.8332221480987325e-05
0.005187309329654507,0.027707208498208156,0.033365174381070305,0.014343850497223297,0.037227223938931873,1.834823215476985e-05
0.005187092824090853,0.027706072965297375,0.03336370586348573,0.014343027695860738,0.03722565417007681,1.836424282855237e-05
0.005186876327192667,0.027704937477827454,0.033362237404663424,0.014342204927426373,0.037224084464034336,1.838025350233489e-05
0.0051866598389596055,0.027703802035796612,0.03336076900460104,0.014341382191918878,0.03722251482080196,1.839626417611741e-05
0.0051864433593913194,0.027702666639203,0.03335930066329622,0.014340559489336937,0.037220945240377154,1.8412274849899936e-05
0.005186226888487462,0.02770153128804481,0.03335783238074663,0.014339736819679242,0.03721937572275741,1.8428285523682456e-05
0.005186010426247686,0.02770039598232024,0.03335636415694992,0.014338914182944468,0.037217806267940204,1.8444296197464977e-05
0.005185793972671644,0.02769926072202746,0.0333548959919037,0.014338091579131294,0.03721623687592303,1.84603068712475e-05
0.005185577527758992,0.027698125507164637,0.03335342788560568,0.014337269008238406,0.037214667546703384,1.8476317545030022e-05
0.005185361091509383,0.027696990337729974,0.03335195983805346,0.014336446470264495,0.03721309828027875,1.8492328218812543e-05
0.005185144663922468,0.027695855213721646,0.033350491849244705,0.01433562396520823,0.037211529076646634,1.8508338892595064e-05
0.005184928244997901,0.02769472013513784,0.03334902391917708,0.014334801493068301,0.037209959935804476,1.8524349566377588e-05
0.005184711834735338,0.02769358510197673,0.033347556047848226,0.014333979053843393,0.037208390857749817,1.854036024016011e-05
0.005184495433134427,0.027692450114236503,0.03334608823525579,0.014333156647532182,0.03720682184248011,1.855637091394263e-05
0.005184279040194827,0.02769131517191535,0.03334462048139743,0.014332334274133359,0.037205252889992844,1.857238158772515e-05
0.005184062655916185,0.027690180275011446,0.033343152786270785,0.0143315119336456,0.03720368400028555,1.8588392261507675e-05
0.005183846280298161,0.027689045423522976,0.033341685149873505,0.014330689626067592,0.03720211517335566,1.8604402935290195e-05
0.0051836299133404045,0.02768791061744811,0.033340217572203255,0.014329867351398021,0.03720054640920069,1.8620413609072716e-05
0.0051834135550425705,0.027686775856785046,0.03333875005325767,0.014329045109635563,0.03719897770781814,1.8636424282855237e-05
0.005183197205404311,0.027685641141531978,0.03333728259303442,0.014328222900778906,0.03719740906920548,1.865243495663776e-05
0.00518298086442528,0.02768450647168706,0.03333581519153114,0.014327400724826737,0.0371958404933602,1.8668445630420282e-05
0.005182764532105131,0.027683371847248492,0.033334347848745484,0.014326578581777724,0.03719427198027981,1.8684456304202803e-05
0.005182548208443521,0.027682237268214463,0.0333328805646751,0.014325756471630568,0.037192703529961776,1.8700466977985324e-05
0.005182331893440095,0.027681102734583136,0.03333141333931764,0.014324934394383947,0.037191135142403596,1.8716477651767848e-05
0.005182115587094514,0.02767996824635272,0.03332994617267078,0.01432411235003654,0.03718956681760276,1.873248832555037e-05
0.00518189928940643,0.027678833803521378,0.03332847906473214,0.014323290338587034,0.03718799855555675,1.874849899933289e-05
0.005181683000375493,0.02767769940608731,0.033327012015499376,0.014322468360034113,0.03718643035626305,1.876450967311541e-05
0.0051814667200013615,0.027676565054048682,0.03332554502497014,0.014321646414376462,0.0371848622197192,1.8780520346897934e-05
0.005181250448283684,0.027675430747403695,0.033324078093142105,0.014320824501612761,0.03718329414592262,1.8796531020680455e-05
0.005181034185222119,0.027674296486150517,0.03332261122001289,0.014320002621741698,0.037181726134870835,1.8812541694462976e-05
0.005180817930816315,0.027673162270287346,0.03332114440558017,0.014319180774761952,0.03718015818656135,1.8828552368245497e-05
0.005180601685065931,0.02767202809981236,0.03331967764984159,0.014318358960672212,0.037178590300991625,1.884456304202802e-05
0.005180385447970616,0.027670893974723745,0.0333182109527948,0.014317537179471157,0.037177022478159155,1.8860573715810542e-05
0.005180169219530026,0.027669759895019682,0.03331674431443745,0.014316715431157473,0.037175454718061454,1.8876584389593063e-05
0.0051799529997438145,0.027668625860698345,0.03331527773476721,0.014315893715729843,0.037173887020695975,1.8892595063375587e-05
0.005179736788611635,0.027667491871757946,0.03331381121378171,0.014315072033186958,0.037172319386060255,1.8908605737158108e-05
0.00517952058613314,0.027666357928196647,0.033312344751478616,0.014314250383527493,0.03717075181415174,1.892461641094063e-05
0.005179304392307985,0.027665224030012637,0.03331087834785557,0.01431342876675014,0.03716918430496794,1.894062708472315e-05
0.005179088207135821,0.027664090177204097,0.03330941200291024,0.014312607182853576,0.037167616858506364,1.8956637758505673e-05
0.005178872030616305,0.027662956369769228,0.033307945716640266,0.014311785631836485,0.03716604947476447,1.8972648432288194e-05
0.005178655862749088,0.027661822607706197,0.0333064794890433,0.014310964113697559,0.03716448215373978,1.8988659106070715e-05
0.005178439703533823,0.0276606888910132,0.033305013320117,0.014310142628435482,0.03716291489542974,1.9004669779853236e-05
0.00517822355297017,0.027659555219688405,0.033303547209859015,0.014309321176048929,0.03716134769983189,1.902068045363576e-05
0.0051780074110577765,0.027658421593730026,0.033302081158267015,0.014308499756536598,0.03715978056694372,1.903669112741828e-05
0.005177791277796296,0.02765728801313622,0.033300615165338616,0.01430767836989716,0.03715821349676266,1.90527018012008e-05
0.0051775751531853865,0.02765615447790519,0.0332991492310715,0.014306857016129302,0.03715664648928628,1.9068712474983322e-05
0.005177359037224698,0.027655020988035104,0.03329768335546332,0.014306035695231718,0.03715507954451202,1.9084723148765847e-05
0.0051771429299138855,0.02765388754352416,0.03329621753851173,0.014305214407203086,0.037153512662437396,1.9100733822548367e-05
0.005176926831252605,0.027652754144370545,0.03329475178021438,0.014304393152042093,0.03715194584305989,1.9116744496330888e-05
0.005176710741240507,0.027651620790572436,0.033293286080568904,0.014303571929747422,0.03715037908637699,1.913275517011341e-05
0.005176494659877247,0.02765048748212802,0.033291820439572975,0.01430275074031776,0.03714881239238621,1.9148765843895933e-05
0.005176278587162479,0.02764935421903548,0.03329035485722425,0.014301929583751784,0.03714724576108503,1.9164776517678454e-05
0.005176062523095857,0.027648221001293022,0.03328888933352039,0.014301108460048194,0.037145679192470915,1.9180787191460975e-05
0.005175846467677032,0.027647087828898805,0.033287423868459017,0.014300287369205661,0.0371441126865414,1.9196797865243496e-05
0.005175630420905663,0.02764595470185103,0.033285958462037815,0.014299466311222881,0.037142546243293946,1.921280853902602e-05
0.005175414382781402,0.027644821620147874,0.03328449311425443,0.014298645286098532,0.03714097986272607,1.922881921280854e-05
0.005175198353303899,0.027643688583787525,0.03328302782510652,0.0142978242938313,0.037139413544835256,1.924482988659106e-05
0.005174982332472811,0.027642555592768174,0.03328156259459171,0.014297003334419875,0.03713784728961899,1.9260840560373582e-05
0.005174766320287794,0.027641422647088004,0.033280097422707704,0.014296182407862932,0.037136281097074765,1.9276851234156106e-05
0.005174550316748499,0.0276402897467452,0.03327863230945212,0.014295361514159166,0.037134714967200076,1.9292861907938627e-05
0.005174334321854581,0.027639156891737952,0.03327716725482262,0.01429454065330726,0.037133148899992426,1.9308872581721148e-05
0.0051741183356056935,0.02763802408206444,0.033275702258816854,0.014293719825305903,0.037131582895449294,1.9324883255503672e-05
0.005173902358001492,0.027636891317722852,0.0332742373214325,0.014292899030153777,0.037130016953568185,1.9340893929286193e-05
0.005173686389041628,0.027635758598711372,0.03327277244266719,0.014292078267849562,0.037128451074346584,1.9356904603068714e-05
0.0051734704287257575,0.0276346259250282,0.033271307622518585,0.014291257538391949,0.03712688525778199,1.9372915276851235e-05
0.005173254477053536,0.02763349329667151,0.033269842860984354,0.014290436841779625,0.037125319503871886,1.938892595063376e-05
0.005173038534024613,0.02763236071363949,0.033268378158062134,0.014289616178011276,0.03712375381261378,1.940493662441628e-05
0.005172822599638645,0.02763122817593032,0.03326691351374957,0.014288795547085587,0.037122188184005166,1.94209472981988e-05
0.005172606673895288,0.027630095683542202,0.03326544892804436,0.014287974949001239,0.03712062261804352,1.943695797198132e-05
0.005172390756794193,0.027628963236473313,0.03326398440094412,0.014287154383756922,0.03711905711472634,1.9452968645763845e-05
0.005172174848335017,0.027627830834721846,0.03326251993244653,0.014286333851351323,0.037117491674051144,1.9468979319546366e-05
0.005171958948517412,0.02762669847828598,0.03326105552254922,0.014285513351783134,0.0371159262960154,1.9484989993328887e-05
0.005171743057341032,0.02762556616716391,0.033259591171249867,0.014284692885051025,0.03711436098061662,1.9501000667111408e-05
0.0051715271748055324,0.027624433901353804,0.033258126878546124,0.014283872451153696,0.03711279572785228,1.9517011340893932e-05
0.005171311300910566,0.02762330168085388,0.033256662644435636,0.014283052050089827,0.037111230537719905,1.9533022014676453e-05
0.005171095435655788,0.027622169505662302,0.03325519846891607,0.014282231681858106,0.037109665410216944,1.9549032688458974e-05
0.005170879579040854,0.027621037375777275,0.03325373435198508,0.014281411346457218,0.03710810034534094,1.9565043362241494e-05
0.005170663731065415,0.027619905291196966,0.033252270293640314,0.014280591043885849,0.037106535343089345,1.958105403602402e-05
0.005170447891729126,0.027618773251919578,0.03325080629387945,0.014279770774142685,0.03710497040345968,1.959706470980654e-05
0.005170232061031645,0.027617641257943287,0.033249342352700106,0.014278950537226415,0.037103405526449446,1.961307538358906e-05
0.005170016238972623,0.027616509309266294,0.03324787847009999,0.014278130333135729,0.03710184071205611,1.962908605737158e-05
0.005169800425551711,0.027615377405886776,0.033246414646076715,0.014277310161869306,0.037100275960277186,1.9645096731154105e-05
0.00516958462076857,0.027614245547802913,0.03324495088062795,0.014276490023425832,0.03709871127111017,1.9661107404936626e-05
0.005169368824622851,0.02761311373501292,0.033243487173751356,0.014275669917803999,0.03709714664455255,1.9677118078719147e-05
0.005169153037114208,0.027611981967514954,0.03324202352544459,0.014274849845002493,0.03709558208060184,1.969312875250167e-05
0.005168937258242296,0.02761085024530723,0.03324055993570531,0.014274029805019997,0.03709401757925551,1.9709139426284192e-05
0.005168721488006768,0.027609718568387922,0.033239096404531175,0.014273209797855202,0.03709245314051107,1.9725150100066713e-05
0.005168505726407282,0.027608586936755216,0.03323763293191982,0.014272389823506799,0.03709088876436602,1.9741160773849233e-05
0.005168289973443486,0.0276074553504073,0.03323616951786894,0.014271569881973463,0.03708932445081783,1.9757171447631758e-05
0.005168074229115041,0.027606323809342366,0.03323470616237618,0.014270749973253888,0.03708776019986402,1.977318212141428e-05
0.005167858493421598,0.027605192313558607,0.03323324286543917,0.01426993009734676,0.037086196011502086,1.97891927951968e-05
0.005167642766362813,0.027604060863054208,0.03323177962705559,0.014269110254250763,0.03708463188572952,1.980520346897932e-05
0.005167427047938337,0.027602929457827347,0.033230316447223116,0.014268290443964594,0.0370830678225438,1.9821214142761844e-05
0.005167211338147829,0.027601798097876228,0.03322885332593936,0.014267470666486932,0.03708150382194247,1.9837224816544365e-05
0.0051669956369909415,0.027600666783199026,0.03322739026320202,0.014266650921816466,0.03707993988392297,1.9853235490326886e-05
0.005166779944467326,0.027599535513793946,0.03322592725900874,0.01426583120995188,0.037078376008482836,1.9869246164109407e-05
0.005166564260576644,0.027598404289659165,0.033224464313357176,0.014265011530891865,0.03707681219561955,1.988525683789193e-05
0.005166348585318543,0.027597273110792863,0.03322300142624498,0.014264191884635104,0.037075248445330604,1.990126751167445e-05
0.005166132918692679,0.02759614197719326,0.033221538597669825,0.014263372271180295,0.03707368475761351,1.9917278185456972e-05
0.005165917260698711,0.027595010888858507,0.033220075827629356,0.014262552690526115,0.03707212113246574,1.9933288859239493e-05
0.005165701611336289,0.027593879845786824,0.03321861311612124,0.014261733142671257,0.037070557569884824,1.9949299533022017e-05
0.00516548597060507,0.027592748847976384,0.033217150463143136,0.014260913627614401,0.03706899406986823,1.9965310206804538e-05
0.005165270338504706,0.027591617895425368,0.0332156878686927,0.01426009414535425,0.03706743063241346,1.998132088058706e-05
0.005165054715034851,0.027590486988131994,0.033214225332767584,0.014259274695889475,0.037065867257518044,1.999733155436958e-05
0.005164839100195164,0.027589356126094422,0.03321276285536545,0.014258455279218773,0.037064303945179435,2.0013342228152104e-05
0.005164623493985298,0.027588225309310852,0.033211300436483966,0.01425763589534083,0.03706274069539515,2.0029352901934625e-05
0.005164407896404905,0.027587094537779484,0.033209838076120796,0.014256816544254335,0.0370611775081627,2.0045363575717146e-05
0.005164192307453641,0.027585963811498485,0.033208375774273574,0.014255997225957972,0.03705961438347956,2.0061374249499666e-05
0.005163976727131163,0.02758483313046607,0.03320691353093997,0.01425517794045043,0.037058051321343245,2.007738492328219e-05
0.005163761155437122,0.02758370249468041,0.033205451346117645,0.014254358687730399,0.037056488321751235,2.009339559706471e-05
0.005163545592371176,0.027582571904139704,0.033203989219804275,0.014253539467796568,0.037054925384701044,2.0109406270847232e-05
0.005163330037932976,0.027581441358842124,0.033202527151997493,0.014252720280647623,0.037053362510190174,2.0125416944629756e-05
0.005163114492122181,0.027580310858785893,0.033201065142694976,0.014251901126282253,0.0370517996982161,2.0141427618412277e-05
0.005162898954938442,0.02757918040396918,0.03319960319189437,0.014251082004699144,0.037050236948776336,2.0157438292194798e-05
0.005162683426381414,0.02757804999439017,0.03319814129959333,0.014250262915896986,0.03704867426186838,2.017344896597732e-05
0.005162467906450754,0.02757691963004707,0.033196679465789546,0.01424944385987447,0.03704711163748972,2.0189459639759843e-05
0.005162252395146116,0.02757578931093806,0.03319521769048066,0.014248624836630279,0.03704554907563788,2.0205470313542364e-05
0.005162036892467155,0.027574659037061324,0.033193755973664314,0.014247805846163109,0.037043986576310334,2.0221480987324885e-05
0.005161821398413525,0.027573528808415067,0.033192294315338204,0.014246986888471641,0.037042424139504586,2.0237491661107405e-05
0.00516160591298488,0.02757239862499746,0.03319083271549997,0.014246167963554563,0.03704086176521815,2.025350233488993e-05
0.005161390436180876,0.027571268486806723,0.03318937117414726,0.014245349071410575,0.037039299453448506,2.026951300867245e-05
0.005161174968001169,0.027570138393841013,0.03318790969127776,0.014244530212038352,0.037037737204193164,2.028552368245497e-05
0.0051609595084454105,0.02756900834609855,0.033186448266889115,0.014243711385436588,0.03703617501744962,2.0301534356237492e-05
0.005160744057513259,0.027567878343577507,0.033184986900978986,0.014242892591603972,0.03703461289321538,2.0317545030020016e-05
0.005160528615204367,0.02756674838627608,0.033183525593545045,0.014242073830539189,0.037033050831487925,2.0333555703802537e-05
0.0051603131815183894,0.027565618474192456,0.03318206434458495,0.01424125510224094,0.03703148883226478,2.0349566377585058e-05
0.005160097756454982,0.02756448860732483,0.033180603154096336,0.014240436406707899,0.03702992689554342,2.036557705136758e-05
0.005159882340013799,0.027563358785671396,0.033179142022076905,0.014239617743938766,0.03702836502132137,2.0381587725150103e-05
0.005159666932194496,0.027562229009230332,0.03317768094852428,0.014238799113932223,0.03702680320959611,2.0397598398932624e-05
0.005159451532996728,0.027561099277999837,0.033176219933436155,0.014237980516686961,0.03702524146036514,2.0413609072715144e-05
0.005159236142420149,0.027559969591978106,0.03317475897681018,0.01423716195220167,0.03702367977362596,2.0429619746497665e-05
0.005159020760464416,0.02755883995116333,0.033173298078644005,0.014236343420475035,0.037022118149376095,2.044563042028019e-05
0.005158805387129183,0.0275577103555537,0.03317183723893529,0.014235524921505755,0.037020556587613024,2.046164109406271e-05
0.005158590022414102,0.027556580805147397,0.03317037645768171,0.01423470645529251,0.03701899508833425,2.047765176784523e-05
0.00515837466631883,0.027555451299942624,0.03316891573488092,0.014233888021833993,0.03701743365153727,2.0493662441627752e-05
0.005158159318843024,0.02755432183993757,0.03316745507053059,0.014233069621128896,0.03701587227721957,2.0509673115410276e-05
0.0051579439799863385,0.027553192425130425,0.03316599446462836,0.014232251253175905,0.0370143109653787,2.0525683789192797e-05
0.005157728649748427,0.027552063055519386,0.033164533917171925,0.014231432917973706,0.03701274971601211,2.0541694462975318e-05
0.005157513328128944,0.02755093373110263,0.03316307342815892,0.014230614615520991,0.03701118852911733,2.0557705136757842e-05
0.005157298015127548,0.027549804451878362,0.03316161299758701,0.014229796345816456,0.037009627404691846,2.0573715810540363e-05
0.00515708271074389,0.027548675217844775,0.03316015262545388,0.014228978108858785,0.037008066342733174,2.0589726484322883e-05
0.005156867414977628,0.027547546029000065,0.033158692311757165,0.014228159904646664,0.0370065053432388,2.0605737158105404e-05
0.005156652127828415,0.027546416885342408,0.03315723205649454,0.014227341733178796,0.03700494440620623,2.062174783188793e-05
0.005156436849295908,0.027545287786869994,0.03315577185966367,0.014226523594453854,0.037003383531632975,2.063775850567045e-05
0.005156221579379759,0.027544158733581042,0.0331543117212622,0.014225705488470537,0.03700182271951652,2.065376917945297e-05
0.005156006318079628,0.027543029725473716,0.033152851641287805,0.01422488741522753,0.03700026196985438,2.066977985323549e-05
0.0051557910653951666,0.027541900762546215,0.03315139161973816,0.014224069374723532,0.03699870128264405,2.0685790527018015e-05
0.0051555758213260305,0.027540771844796752,0.03314993165661091,0.014223251366957226,0.03699714065788304,2.0701801200800536e-05
0.005155360585871876,0.0275396429722235,0.033148471751903726,0.014222433391927304,0.036995580095568824,2.0717811874583057e-05
0.005155145359032358,0.027538514144824652,0.03314701190561427,0.014221615449632454,0.03699401959569894,2.0733822548365577e-05
0.005154930140807131,0.027537385362598397,0.03314555211774021,0.014220797540071372,0.036992459158270874,2.07498332221481e-05
0.005154714931195851,0.027536256625542942,0.03314409238827919,0.01421997966324274,0.03699089878328213,2.0765843895930622e-05
0.005154499730198172,0.027535127933656468,0.03314263271722889,0.014219161819145251,0.036989338470730215,2.0781854569713143e-05
0.005154284537813751,0.02753399928693718,0.033141173104586974,0.0142183440077776,0.03698777822061261,2.0797865243495664e-05
0.005154069354042242,0.027532870685383258,0.0331397135503511,0.014217526229138472,0.03698621803292685,2.0813875917278188e-05
0.005153854178883302,0.027531742128992898,0.03313825405451892,0.01421670848322656,0.036984657907670415,2.082988659106071e-05
0.005153639012336583,0.027530613617764297,0.03313679461708812,0.014215890770040556,0.036983097844840815,2.084589726484323e-05
0.005153423854401743,0.027529485151695655,0.03313533523805636,0.01421507308957914,0.036981537844435544,2.086190793862575e-05
0.005153208705078437,0.027528356730785148,0.03313387591742129,0.014214255441841022,0.03697997790645213,2.0877918612408275e-05
0.005152993564366318,0.027527228355030985,0.033132416655180574,0.014213437826824877,0.03697841803088805,2.0893929286190796e-05
0.005152778432265045,0.027526100024431333,0.033130957451331905,0.014212620244529399,0.036976858217740806,2.0909939959973316e-05
0.005152563308774273,0.027524971738984418,0.03312949830587292,0.014211802694953281,0.03697529846700792,2.092595063375584e-05
0.005152348193893655,0.02752384349868842,0.033128039218801274,0.01421098517809521,0.03697373877868689,2.094196130753836e-05
0.005152133087622847,0.027522715303541535,0.03312658019011464,0.014210167693953883,0.03697217915277522,2.0957971981320882e-05
0.005151917989961505,0.027521587153541954,0.03312512121981071,0.014209350242527988,0.0369706195892704,2.0973982655103403e-05
0.005151702900909284,0.02752045904868787,0.033123662307887124,0.014208532823816213,0.03696906008816995,2.0989993328885927e-05
0.00515148782046584,0.027519330988977474,0.033122203454341546,0.014207715437817256,0.03696750064947135,2.1006004002668448e-05
0.0051512727486308285,0.027518202974408976,0.03312074465917164,0.014206898084529795,0.03696594127317215,2.102201467645097e-05
0.005151057685403905,0.027517075004980542,0.03311928592237509,0.014206080763952538,0.0369643819592698,2.103802535023349e-05
0.005150842630784726,0.02751594708069039,0.03311782724394954,0.014205263476084166,0.03696282270776183,2.1054036024016014e-05
0.005150627584772943,0.02751481920153671,0.03311636862389266,0.01420444622092337,0.03696126351864574,2.1070046697798535e-05
0.005150412547368215,0.027513691367517683,0.0331149100622021,0.014203628998468843,0.03695970439191905,2.1086057371581055e-05
0.005150197518570196,0.02751256357863151,0.033113451558875566,0.014202811808719277,0.03695814532757924,2.1102068045363576e-05
0.005149982498378544,0.02751143583487639,0.033111993113910686,0.014201994651673362,0.03695658632562383,2.11180787191461e-05
0.005149767486792911,0.02751030813625052,0.03311053472730513,0.014201177527329792,0.036955027386050325,2.113408939292862e-05
0.005149552483812955,0.027509180482752093,0.033109076399056594,0.01420036043568726,0.03695346850885623,2.1150100066711142e-05
0.005149337489438331,0.027508052874379296,0.0331076181291627,0.014199543376744447,0.036951909694039026,2.1166110740493663e-05
0.005149122503668696,0.027506925311130317,0.03310615991762114,0.014198726350500058,0.03695035094159625,2.1182121414276187e-05
0.005148907526503702,0.02750579779300337,0.033104701764429575,0.014197909356952773,0.03694879225152538,2.1198132088058708e-05
0.005148692557943007,0.02750467031999664,0.03310324366958566,0.014197092396101294,0.03694723362382394,2.121414276184123e-05
0.0051484775979862675,0.02750354289210832,0.033101785633087084,0.014196275467944306,0.036945675058489426,2.123015343562375e-05
0.0051482626466331375,0.027502415509336613,0.0331003276549315,0.014195458572480503,0.036944116555519345,2.1246164109406274e-05
0.005148047703883273,0.027501288171679707,0.03309886973511656,0.014194641709708578,0.036942558114911206,2.1262174783188794e-05
0.00514783276973633,0.027500160879135795,0.03309741187363996,0.014193824879627217,0.03694099973666251,2.1278185456971315e-05
0.005147617844191964,0.027499033631703078,0.03309595407049933,0.014193008082235118,0.03693944142077077,2.1294196130753836e-05
0.005147402927249832,0.02749790642937974,0.03309449632569238,0.014192191317530974,0.03693788316723348,2.131020680453636e-05
0.005147188018909586,0.027496779272164,0.03309303863921673,0.014191374585513474,0.03693632497604816,2.132621747831888e-05
0.005146973119170885,0.02749565216005403,0.03309158101107009,0.01419055788618131,0.03693476684721228,2.1342228152101402e-05
0.005146758228033386,0.02749452509304803,0.03309012344125009,0.014189741219533173,0.0369332087807234,2.1358238825883926e-05
0.0051465433454967405,0.0274933980711442,0.03308866592975442,0.014188924585567753,0.036931650776578985,2.1374249499666447e-05
0.005146328471560608,0.02749227109434074,0.03308720847658074,0.014188107984283754,0.036930092834776565,2.1390260173448968e-05
0.00514611360622464,0.027491144162635834,0.03308575108172672,0.014187291415679856,0.03692853495531363,2.140627084723149e-05
0.0051458987494884985,0.027490017276027692,0.033084293745190015,0.014186474879754753,0.03692697713818769,2.1422281521014013e-05
0.005145683901351834,0.027488890434514496,0.0330828364669683,0.014185658376507149,0.036925419383396274,2.1438292194796533e-05
0.005145469061814304,0.027487763638094444,0.03308137924705925,0.014184841905935722,0.036923861690936845,2.1454302868579054e-05
0.005145254230875565,0.027486636886765746,0.033079922085460525,0.01418402546803917,0.036922304060806946,2.1470313542361575e-05
0.005145039408535273,0.027485510180526578,0.03307846498216979,0.014183209062816183,0.03692074649300406,2.14863242161441e-05
0.005144824594793082,0.02748438351937515,0.03307700793718472,0.014182392690265458,0.03691918898752572,2.150233488992662e-05
0.005144609789648651,0.02748325690330964,0.03307555095050297,0.01418157635038569,0.036917631544369396,2.151834556370914e-05
0.005144394993101632,0.02748213033232827,0.03307409402212221,0.014180760043175568,0.03691607416353263,2.153435623749166e-05
0.005144180205151685,0.027481003806429222,0.03307263715204012,0.01417994376863378,0.036914516845012915,2.1550366911274186e-05
0.005143965425798462,0.027479877325610694,0.03307118034025436,0.014179127526759023,0.03691295958880776,2.1566377585056707e-05
0.0051437506550416215,0.02747875088987089,0.033069723586762585,0.014178311317549994,0.03691140239491467,2.1582388258839227e-05
0.005143535892880819,0.027477624499207987,0.03306826689156249,0.01417749514100538,0.03690984526333116,2.1598398932621748e-05
0.005143321139315709,0.0274764981536202,0.03306681025465173,0.01417667899712388,0.03690828819405472,2.1614409606404272e-05
0.005143106394345951,0.02747537185310571,0.03306535367602796,0.014175862885904172,0.03690673118708287,2.1630420280186793e-05
0.005142891657971198,0.027474245597662733,0.03306389715568889,0.01417504680734497,0.036905174242413116,2.1646430953969314e-05
0.005142676930191106,0.02747311938728944,0.033062440693632136,0.014174230761444955,0.036903617360042974,2.1662441627751835e-05
0.005142462211005331,0.027471993221984053,0.0330609842898554,0.014173414748202823,0.036902060539969944,2.167845230153436e-05
0.005142247500413531,0.02747086710174476,0.03305952794435635,0.014172598767617266,0.03690050378219152,2.169446297531688e-05
0.005142032798415361,0.02746974102656976,0.03305807165713262,0.014171782819686977,0.036898947086705235,2.17104736490994e-05
0.0051418181050104745,0.02746861499645725,0.033056615428181925,0.014170966904410652,0.03689739045350857,2.1726484322881925e-05
0.005141603420198531,0.02746748901140541,0.0330551592575019,0.014170151021786983,0.03689583388259907,2.1742494996664446e-05
0.005141388743979187,0.02746636307141246,0.03305370314509023,0.014169335171814663,0.036894277373974216,2.1758505670446966e-05
0.005141174076352097,0.027465237176476594,0.03305224709094458,0.014168519354492384,0.03689272092763152,2.1774516344229487e-05
0.005140959417316917,0.027464111326595996,0.03305079109506263,0.014167703569818843,0.0368911645435685,2.179052701801201e-05
0.005140744766873303,0.027462985521768866,0.03304933515744203,0.014166887817792734,0.03688960822178265,2.1806537691794532e-05
0.005140530125020911,0.02746185976199341,0.03304787927808046,0.014166072098412745,0.03688805196227149,2.1822548365577053e-05
0.005140315491759398,0.027460734047267836,0.0330464234569756,0.014165256411677573,0.036886495765032536,2.1838559039359574e-05
0.005140100867088421,0.027459608377590317,0.033044967694125085,0.014164440757585915,0.03688493963006328,2.1854569713142098e-05
0.005139886251007634,0.02745848275295906,0.033043511989526625,0.014163625136136462,0.036883383557361225,2.187058038692462e-05
0.005139671643516694,0.02745735717337227,0.03304205634317787,0.014162809547327904,0.0368818275469239,2.188659106070714e-05
0.005139457044615258,0.02745623163882814,0.033040600755076484,0.014161993991158944,0.03688027159874883,2.190260173448966e-05
0.005139242454302981,0.027455106149324858,0.03303914522522015,0.014161178467628268,0.03687871571283348,2.1918612408272185e-05
0.005139027872579519,0.027453980704860638,0.03303768975360654,0.01416036297673457,0.036877159889175386,2.1934623082054705e-05
0.005138813299444531,0.027452855305433673,0.03303623434023331,0.014159547518476557,0.036875604127772056,2.1950633755837226e-05
0.005138598734897672,0.02745172995104216,0.03303477898509813,0.014158732092852896,0.03687404842862099,2.1966644429619747e-05
0.005138384178938596,0.027450604641684292,0.033033323688198675,0.014157916699862313,0.03687249279171971,2.198265510340227e-05
0.00513816963156696,0.027449479377358275,0.03303186844953263,0.01415710133950348,0.036870937217065726,2.1998665777184792e-05
0.005137955092782423,0.0274483541580623,0.03303041326909764,0.0141562860117751,0.036869381704656534,2.2014676450967313e-05
0.0051377405625846395,0.027447228983794578,0.0330289581468914,0.014155470716675866,0.03686782625448964,2.2030687124749834e-05
0.005137526040973268,0.027446103854553282,0.03302750308291157,0.014154655454204482,0.036866270866562585,2.2046697798532358e-05
0.005137311527947958,0.027444978770336633,0.033026048077155805,0.014153840224359619,0.03686471554087285,2.206270847231488e-05
